#Position (bp)	insert size
7.78720235E8	19.825042881646656
7.84975016E8	19.65963855421687
7.91229797E8	19.75877192982456
7.944547745E8	21.0
7.97582165E8	19.70041958041958
8.03739359E8	19.59775967413442
8.0999414E8	19.66026289180991
8.16248921E8	19.67578659370725
8.22503702E8	19.600580270793035
8.28758483E8	19.684100418410043
8.35013264E8	19.68688845401174
8.41268045E8	19.64941176470588
8.47522826E8	19.773093139133767
8.53777607E8	19.68166089965398
8.60032388E8	19.739830260462394
8.66287169E8	19.710575139146567
8.7254195E8	19.639949109414758
8.78796731E8	19.647689768976896
8.85051512E8	19.75705186533212
8.91306293E8	19.669110907424383
8.97561074E8	19.791728212703102
9.03815855E8	19.658947368421053
9.10070636E8	19.557251908396946
9.16325417E8	19.77801268498943
9.22580198E8	19.738161559888578
9.28834979E8	19.486577181208055
9.3508976E8	19.764423076923077
9.41344541E8	19.77369439071567
9.47599322E8	19.614186851211073
9.53854103E8	19.651135005973714
9.60108884E8	19.67859272510435
9.643161115E8	19.601674641148325
9.67443502E8	19.639026812313805
9.72618446E8	19.61524163568773
9.78873227E8	19.65021156558533
9.85128008E8	19.7166392092257
9.91382789E8	20.439197166469892
9.9763757E8	19.71861471861472
1.003892351E9	19.49215524360033
1.010147132E9	19.532432432432433
1.016401913E9	19.655767484105358
1.022656694E9	19.705933682373473
1.028911475E9	19.704370179948587
1.035166256E9	20.236559139784948
1.041421037E9	19.57205882352941
1.047675818E9	19.823218997361476
1.053930599E9	19.903703703703705
1.06018538E9	19.765588914549653
1.066440161E9	19.643063583815028
1.072694942E9	19.75625
1.078949723E9	19.549180327868854
1.0846585805E9	19.754181818181817
1.087785971E9	19.57705779334501
1.091459285E9	19.71063122923588
1.097714066E9	19.715986394557824
1.103968847E9	19.622
1.110223628E9	19.72945205479452
1.116478409E9	19.68388429752066
1.12273319E9	19.641509433962263
1.128987971E9	19.71252566735113
1.135242752E9	19.607260726072607
1.141497533E9	19.528756957328387
1.147752314E9	19.61881188118812
1.154007095E9	19.612903225806452
1.160261876E9	19.67445054945055
1.166516657E9	19.608349900596423
1.172771438E9	19.738866396761132
1.179026219E9	20.01298701298701
1.185281E9	19.638783269961976
1.191535781E9	19.558139534883722
1.197790562E9	19.6159793814433
1.204045343E9	20.00925925925926
1.210300124E9	19.828125
1.216554905E9	19.757075471698112
1.222809686E9	19.634234234234235
1.2260716805E9	19.285714285714285
1.229199071E9	19.6168284789644
1.235319248E9	19.674202898550725
1.241574029E9	19.52390438247012
1.24782881E9	19.64109589041096
1.254083591E9	19.64765784114053
1.260338372E9	19.72830188679245
1.266593153E9	19.598984771573605
1.272847934E9	19.720772946859903
1.279102715E9	19.840974212034386
1.285357496E9	19.74473684210526
1.291612277E9	19.54794520547945
1.297867058E9	20.551532033426184
1.304121839E9	19.846666666666668
1.31037662E9	19.723320158102766
1.316631401E9	19.61964735516373
1.322886182E9	19.796296296296298
1.329140963E9	19.880208333333332
1.335395744E9	19.666666666666668
1.341650525E9	19.5225
1.347905306E9	19.659634317862167
1.354160087E9	19.507798960138647
1.360414868E9	19.73525179856115
1.364630313E9	19.482142857142858
1.3677577035E9	19.684615384615384
1.37292443E9	19.63046544428773
1.379179211E9	19.723232323232324
1.385433992E9	19.796246648793566
1.391688773E9	19.61319340329835
1.397943554E9	19.802325581395348
1.404198335E9	19.511784511784512
1.410453116E9	19.742160278745644
1.416707897E9	19.66846361185984
1.422962678E9	19.596658711217184
1.429217459E9	19.640066500415628
1.433711335E9	19.66784765279008
1.4368387255E9	19.81056105610561
1.441727021E9	19.717221828490434
1.447981802E9	19.84048257372654
1.454236583E9	19.73722627737226
1.460491364E9	19.912655971479502
1.466746145E9	20.052816901408452
1.473000926E9	19.993865030674847
1.479255707E9	19.84046692607004
1.485510488E9	19.770020533880903
1.491765269E9	19.74418604651163
1.49802005E9	19.73170731707317
1.504274831E9	19.91875626880642
1.510529612E9	19.621673923560717
1.5139524005E9	19.662650602409638
1.517079791E9	19.65195490525306
1.523039174E9	19.672096317280452
1.529293955E9	19.614197530864196
1.535548736E9	19.666483516483517
1.541803517E9	19.584107327141382
1.548058298E9	19.663352272727273
1.554313079E9	19.613903743315507
1.56056786E9	19.702083333333334
1.566822641E9	19.744301288404362
1.5729002895E9	19.738257207644963
1.57602768E9	19.0
1.579332203E9	19.66281310211946
1.585586984E9	19.79746835443038
1.591841765E9	19.55106888361045
1.598096546E9	19.687878787878788
1.604351327E9	19.603195739014648
1.610606108E9	19.73001038421599
1.616860889E9	19.60281690140845
1.62311567E9	19.5822454308094
1.629370451E9	19.74145299145299
1.635625232E9	19.677524429967427
1.641880013E9	19.8023088023088
1.648134794E9	19.667225481978207
1.654389575E9	19.577441077441076
1.660644356E9	19.583132530120483
1.666899137E9	20.046242774566473
1.673153918E9	19.647058823529413
1.679408699E9	19.794117647058822
1.68566348E9	19.645390070921987
1.691918261E9	19.469298245614034
1.698173042E9	19.533762057877812
1.704427823E9	19.658252427184465
1.710682604E9	19.406649616368288
1.716937385E9	19.502777777777776
1.723192166E9	19.482843137254903
1.729446947E9	19.944664031620555
1.735701728E9	19.79377431906615
1.741956509E9	19.84153005464481
1.74821129E9	19.795698924731184
1.754466071E9	19.66147859922179
1.760720852E9	19.71889400921659
1.766975633E9	19.73665480427046
1.773230414E9	19.723933649289098
1.779485195E9	19.640287769784173
1.7833988615E9	19.67110125646711
1.786526252E9	19.710217755443885
1.791994757E9	19.51527224435591
1.798249538E9	19.48609431680774
1.804504319E9	19.68591224018476
1.8107591E9	19.484187568157033
1.817013881E9	19.679951690821255
1.823268662E9	19.600451467268623
1.829523443E9	19.764065335753177
1.835778224E9	19.722430607651912
1.842033005E9	19.532537960954446
1.848287786E9	19.82135076252723
1.854542567E9	19.66386554621849
1.860797348E9	19.605729877216916
1.867052129E9	19.911330049261085
1.87330691E9	19.657232704402517
1.879561691E9	19.892045454545453
1.885816472E9	19.74259681093394
1.892071253E9	19.554765291607396
1.898326034E9	19.67962308598351
1.904580815E9	19.67920353982301
1.910835596E9	19.729988052568697
1.917090377E9	19.62262996941896
1.9230791755E9	19.659911569638908
1.926206566E9	19.71875
1.929599939E9	19.934306569343065
1.93585472E9	19.679425837320576
1.942109501E9	19.649859943977592
1.948364282E9	19.553752535496958
1.954619063E9	19.639024390243904
1.960873844E9	19.65135135135135
1.967128625E9	19.761006289308177
1.973383406E9	19.490806223479492
1.979638187E9	19.763092269326684
1.985892968E9	19.720647773279353
1.992147749E9	19.582278481012658
1.99840253E9	19.639455782312925
2.004657311E9	19.796257796257795
2.010912092E9	19.75
2.017166873E9	20.1
2.023421654E9	19.832635983263597
2.029676435E9	19.727272727272727
2.035931216E9	19.750515463917527
2.042185997E9	19.577380952380953
2.048440778E9	19.626975763962065
2.054695559E9	19.783171521035598
2.06095034E9	19.643163411148166
2.0652155195E9	19.572130141190915
2.06834291E9	19.64012738853503
2.073459902E9	19.641221374045802
2.079714683E9	19.683098591549296
2.085969464E9	19.579175704989154
2.092224245E9	19.755011135857462
2.098479026E9	19.761904761904763
2.104733807E9	19.895043731778426
2.110988588E9	19.58187134502924
2.117243369E9	19.632696390658175
2.12349815E9	19.76043557168784
2.129752931E9	19.4375
2.136007712E9	19.598039215686274
2.142262493E9	19.548916227299355
2.145843736E9	19.635802469135804
2.1489711265E9	19.643564356435643
2.154772055E9	19.57301293900185
2.161026836E9	19.707889125799575
2.167281617E9	19.558333333333334
2.173536398E9	19.600389863547758
2.179791179E9	19.74037788663401
2.18604596E9	19.854545454545455
2.192300741E9	19.699543378995433
2.198555522E9	19.61426380368098
2.204810303E9	19.6682302771855
2.2088646815E9	19.67596702599873
2.211992072E9	19.61755485893417
2.217319865E9	19.820775420629115
2.223574646E9	19.651718983557547
2.229829427E9	19.66078697421981
2.236084208E9	19.756906077348066
2.242338989E9	19.691666666666666
2.24859377E9	19.541044776119403
2.254848551E9	19.66966966966967
2.261103332E9	19.59164420485175
2.2650026815E9	19.723849372384937
2.268130072E9	19.59232613908873
2.273612894E9	19.61720430107527
2.279867675E9	19.786928104575164
2.286122456E9	19.619631901840492
2.292377237E9	19.82741116751269
2.298632018E9	19.641909814323608
2.304886799E9	19.897435897435898
2.31114158E9	19.642748091603053
2.317396361E9	19.792349726775956
2.323651142E9	19.611553784860558
2.329905923E9	19.84331797235023
2.336160704E9	20.044303797468356
2.342415485E9	19.8
2.348670266E9	19.647058823529413
2.354925047E9	19.490981963927855
2.361179828E9	20.046116504854368
2.367434609E9	19.691358024691358
2.37368939E9	19.67098445595855
2.379944171E9	19.699846860643184
2.386198952E9	19.53765490943756
2.390520289E9	19.787284144427
2.3936476795E9	19.919047619047618
2.398708514E9	19.65743073047859
2.404963295E9	19.81132075471698
2.411218076E9	19.92982456140351
2.417472857E9	19.6734693877551
2.423727638E9	19.904761904761905
2.429982419E9	19.526785714285715
2.4341859365E9	20.403361344537814
2.435481448E9	19.785714285714285
2.4359472775E9	19.52173913043478
2.436222009E9	0.0
2.436331585E9	19.0
2.436496635E9	19.142857142857142
2.4366169265E9	19.0
2.4366941585E9	19.333333333333332
2.436766E9	19.0
2.436819353E9	19.0
2.4368591105E9	21.0
2.4368962735E9	19.0
2.437000557E9	19.238095238095237
2.4371043535E9	20.0
2.4371402335E9	19.0
2.4371709435E9	0.0
2.4372216E9	20.0
2.4372766875E9	19.0
2.437307417E9	0.0
2.437341641E9	19.0
2.437383161E9	20.0
2.4374214205E9	0.0
2.437484921E9	0.0
2.437576736E9	19.333333333333332
2.437636852E9	0.0
2.4376745905E9	19.0
2.437712009E9	0.0
2.437735584E9	0.0
2.437913251E9	20.033333333333335
2.43809403E9	0.0
2.4381238925E9	0.0
2.4381572085E9	0.0
2.438241299E9	19.0
2.4383359355E9	0.0
2.438381819E9	20.0
2.4384200785E9	19.0
2.438465326E9	19.36
2.43849888E9	19.0
2.43853909E9	19.0
2.438582229E9	0.0
2.438624202E9	19.0
2.4386758175E9	0.0
2.438769837E9	0.0
2.4388550795E9	0.0
2.438891209E9	0.0
2.4389283575E9	19.375
2.438968857E9	20.0
2.4390188965E9	19.0
2.439053632E9	19.0
2.439076635E9	0.0
2.4391731955E9	19.333333333333332
2.439271694E9	0.0
2.4393246785E9	19.0
2.4393802465E9	19.0
2.4394454115E9	19.0
2.4395097875E9	0.0
2.4395368235E9	19.4
2.439599951E9	19.0
2.440694938E9	19.77331759149941
2.4417602125E9	0.0
2.4419836755E9	19.818181818181817
2.442198178E9	0.0
2.4422277495E9	19.0
2.4422609315E9	0.0
2.4422979225E9	19.0
2.442355235E9	0.0
2.4424025565E9	0.0
2.4424323675E9	20.0
2.442474497E9	19.75
2.442511597E9	20.166666666666668
2.442551107E9	19.25
2.4426250395E9	19.333333333333332
2.4427040125E9	19.25
2.442770739E9	0.0
2.442820715E9	0.0
2.442915919E9	0.0
2.4430297595E9	22.0
2.4431275735E9	19.0
2.443208577E9	0.0
2.443241863E9	0.0
2.443281632E9	19.666666666666668
2.443395462E9	19.5
2.44351704E9	19.0
2.4435568565E9	0.0
2.443613901E9	19.5
2.443673718E9	0.0
2.4437338475E9	19.0
2.443817586E9	19.0
2.443876631E9	19.0
2.443912022E9	19.0
2.44393216E9	0.0
2.444160861E9	19.54736842105263
2.4444234175E9	20.0
2.444477733E9	0.0
2.4445106145E9	20.25
2.4446832505E9	20.142857142857142
2.4448498015E9	0.0
2.4448967405E9	20.0
2.44495272E9	19.0
2.445297621E9	19.627450980392158
2.445747526E9	19.36842105263158
2.44588364E9	20.0
2.4459039345E9	0.0
2.4459362935E9	0.0
2.4459849065E9	19.0
2.4460381985E9	0.0
2.446082784E9	20.0
2.446114504E9	0.0
2.446153886E9	0.0
2.446192627E9	21.0
2.4462487E9	20.606060606060606
2.4463541845E9	19.375
2.4464326925E9	0.0
2.4464881335E9	0.0
2.4465386305E9	0.0
2.4465811345E9	19.0
2.4466226795E9	19.0
2.4466874535E9	20.0
2.446751977E9	19.0
2.4467935945E9	19.0
2.44683256E9	0.0
2.446892003E9	0.0
2.4469761495E9	0.0
2.447033892E9	0.0
2.4470751885E9	19.666666666666668
2.4471149275E9	0.0
2.447169335E9	0.0
2.4477813385E9	19.68661971830986
2.4483690695E9	0.0
2.448394737E9	0.0
2.448431991E9	19.0
2.448472176E9	0.0
2.4485328275E9	19.0
2.448585362E9	0.0
2.448827071E9	19.428571428571427
2.449071171E9	0.0
2.449109857E9	0.0
2.449143628E9	19.0
2.4491619705E9	19.413793103448278
2.449253137E9	19.789473684210527
2.4493559315E9	0.0
2.449491079E9	19.555555555555557
2.449617197E9	19.0
2.449638633E9	19.57894736842105
2.4496623465E9	0.0
2.4496906345E9	19.0
2.4498017735E9	19.5
2.449908544E9	0.0
2.449958816E9	19.0
2.450012049E9	19.4
2.4500918715E9	20.0
2.4502351925E9	19.0
2.4503224265E9	0.0
2.4503520895E9	0.0
2.4503901925E9	19.0
2.4504392215E9	20.833333333333332
2.450483764E9	0.0
2.4505260615E9	19.0
2.4505866755E9	19.57894736842105
2.4506321305E9	0.0
2.45066065E9	0.0
2.450692343E9	0.0
2.450721274E9	0.0
2.4507515595E9	0.0
2.4509958385E9	19.6875
2.4512407935E9	0.0
2.4513454085E9	19.8
2.451443506E9	0.0
2.45147322E9	0.0
2.451509764E9	19.0
2.4515406605E9	0.0
2.451563948E9	0.0
2.451612253E9	19.5
2.4516958025E9	0.0
2.4517651215E9	0.0
2.4518244405E9	19.0
2.451867533E9	0.0
2.4518761985E9	0.0
2.4518922755E9	19.0
2.451937953E9	21.0
2.4520175765E9	20.0
2.452272439E9	19.571428571428573
2.452487096E9	0.0
2.4525227715E9	19.375
2.4525659085E9	21.0
2.452606425E9	19.0
2.4526421775E9	0.0
2.452662285E9	0.0
2.4527027355E9	19.75
2.4527511755E9	0.0
2.452786276E9	0.0
2.4528150735E9	0.0
2.452845391E9	19.0
2.4528834135E9	19.0
2.4529142885E9	0.0
2.4539889335E9	19.586402266288953
2.455061236E9	19.0
2.4550812075E9	20.0
2.4551044145E9	19.0
2.4551295925E9	19.0
2.455187996E9	20.0
2.4552520915E9	0.0
2.455311046E9	19.125
2.4553601185E9	19.0
2.455383787E9	19.2
2.455448601E9	19.25
2.456813465E9	19.665303340149965
2.4587350945E9	19.54986276303751
2.4593643125E9	0.0
2.4594118945E9	0.0
2.459461587E9	20.23076923076923
2.459499375E9	19.0
2.459527583E9	19.0
2.45957549E9	19.0
2.459641151E9	19.0
2.4597028055E9	19.0
2.4597401855E9	0.0
2.459873351E9	19.333333333333332
2.460006323E9	0.0
2.4600241585E9	0.0
2.4600670475E9	19.0
2.4602155585E9	19.0
2.460353567E9	0.0
2.460420762E9	19.0
2.460478373E9	19.5
2.460507487E9	0.0
2.4606103E9	19.0
2.4607365385E9	20.4
2.460797819E9	20.0
2.460832386E9	19.0
2.460860405E9	19.0
2.460894868E9	0.0
2.461555367E9	19.9811320754717
2.4622610795E9	19.0
2.462358659E9	0.0
2.4624188285E9	19.0
2.4624577405E9	0.0
2.462507482E9	25.0
2.4625567555E9	20.0
2.4626470705E9	0.0
2.4627360195E9	0.0
2.462757159E9	0.0
2.462775298E9	0.0
2.4627977195E9	0.0
2.4628284705E9	0.0
2.4629254145E9	19.0
2.4632378965E9	19.706521739130434
2.4634859155E9	19.625
2.4635166735E9	0.0
2.4635499615E9	19.666666666666668
2.463621386E9	19.0
2.463686502E9	19.0
2.463747975E9	19.0
2.4638951165E9	19.09090909090909
2.4640080855E9	19.0
2.4640344775E9	19.125
2.4640636635E9	0.0
2.4640934275E9	19.0
2.464115347E9	20.0
2.4641470735E9	20.0
2.4641831055E9	19.5
2.464217489E9	19.0
2.464252411E9	19.0
2.4642809655E9	19.0
2.464307111E9	19.789473684210527
2.464351491E9	19.0
2.46441294E9	0.0
2.464472782E9	19.0
2.464567508E9	0.0
2.464667165E9	19.625
2.464725743E9	19.0
2.464766986E9	19.0
2.464804586E9	0.0
2.4648337145E9	0.0
2.464898893E9	20.5
2.4649661855E9	0.0
2.464996687E9	0.0
2.465048669E9	20.0
2.465101128E9	0.0
2.4652866375E9	19.416666666666668
2.465480783E9	20.0
2.465523544E9	19.0
2.4655749875E9	19.0
2.4656351915E9	0.0
2.4656685705E9	0.0
2.465716166E9	19.0
2.465765498E9	0.0
2.465945896E9	20.0
2.466140228E9	20.5
2.4661756655E9	0.0
2.4661992735E9	19.0
2.466281223E9	20.333333333333332
2.466362446E9	0.0
2.4663877685E9	0.0
2.466442229E9	19.75
2.4665602875E9	19.0
2.466658048E9	23.0
2.466703826E9	20.0
2.466745126E9	0.0
2.4668071015E9	0.0
2.46688518E9	19.0
2.467037447E9	19.444444444444443
2.467181639E9	0.0
2.467219048E9	0.0
2.4672616905E9	19.0
2.4673575785E9	0.0
2.467430665E9	19.77777777777778
2.4674942E9	19.0
2.4675799265E9	0.0
2.467645311E9	19.0
2.4677022645E9	0.0
2.4677513005E9	0.0
2.467809639E9	19.0
2.4679084365E9	19.714285714285715
2.468047528E9	19.5
2.4681950265E9	19.0
2.4683142755E9	0.0
2.4684182815E9	0.0
2.4684976755E9	19.0
2.4687344355E9	19.11111111111111
2.468978526E9	0.0
2.4690397585E9	20.0
2.4691048855E9	0.0
2.4693658865E9	19.428571428571427
2.469671577E9	19.0
2.4697747485E9	20.0
2.4698301035E9	19.0
2.4698759745E9	0.0
2.4699046215E9	0.0
2.47027602E9	19.4375
2.4715969305E9	19.5
2.472562919E9	0.0
2.4725864015E9	0.0
2.472632498E9	0.0
2.4726790555E9	0.0
2.4727199355E9	19.0
2.4727572705E9	0.0
2.472803104E9	21.0
2.4728620585E9	20.037037037037038
2.4729030845E9	19.0
2.472935294E9	20.0
2.4731442225E9	19.606060606060606
2.473370159E9	19.0
2.473478356E9	19.5
2.473565872E9	0.0
2.4735955945E9	0.0
2.473639085E9	19.666666666666668
2.4736991615E9	19.0
2.4737435485E9	0.0
2.4737699885E9	0.0
2.4738076105E9	22.0
2.473851051E9	0.0
2.4739598715E9	19.4
2.4740919655E9	19.5
2.4741492435E9	19.5
2.474210067E9	20.0
2.474280647E9	19.75862068965517
2.47434537E9	19.0
2.4744065845E9	20.77777777777778
2.474459575E9	19.0
2.47451246E9	0.0
2.4745473155E9	19.25
2.4746258115E9	20.0
2.4746986435E9	19.666666666666668
2.4747544735E9	20.0
2.474823029E9	0.0
2.475177273E9	19.647058823529413
2.475528473E9	19.0
2.47556256E9	21.0
2.475589468E9	0.0
2.4756138075E9	0.0
2.4756554225E9	0.0
2.475730982E9	19.0
2.4757911715E9	0.0
2.47581765E9	0.0
2.47591862E9	19.307692307692307
2.476040671E9	0.0
2.4761056135E9	19.333333333333332
2.4761651295E9	19.0
2.4762116045E9	19.0
2.4762661095E9	20.0
2.476318364E9	21.0
2.4763761195E9	19.705882352941178
2.4764339E9	0.0
2.4764660815E9	19.0
2.476518203E9	20.0
2.4765664455E9	19.857142857142858
2.4766289355E9	19.0
2.476687908E9	19.0
2.476716172E9	0.0
2.476786027E9	19.0
2.4768532775E9	21.0
2.4768818505E9	19.0
2.4769194115E9	0.0
2.4769566735E9	21.0
2.476979742E9	19.0
2.4770402325E9	20.0
2.477104581E9	19.0
2.477149404E9	19.571428571428573
2.4772185245E9	20.0
2.4774112495E9	19.727272727272727
2.477579022E9	0.0
2.477648046E9	0.0
2.477721887E9	0.0
2.4777598375E9	20.333333333333332
2.4778210295E9	20.5
2.4779007075E9	19.714285714285715
2.477973489E9	19.105263157894736
2.4780226875E9	0.0
2.4780929165E9	20.5
2.478171563E9	0.0
2.4782058265E9	19.0
2.478260187E9	19.0
2.478386067E9	19.473684210526315
2.478498242E9	19.8
2.4785487045E9	0.0
2.4785820975E9	0.0
2.4786327915E9	19.0
2.478684493E9	19.333333333333332
2.4787422225E9	19.0
2.4788230635E9	0.0
2.478937111E9	19.0
2.4790437355E9	0.0
2.479094515E9	0.0
2.4791345205E9	19.0
2.479335362E9	19.0
2.4795278015E9	20.0
2.4795648885E9	0.0
2.479682681E9	19.181818181818183
2.4799235075E9	19.4
2.4800933745E9	19.0
2.4807048765E9	19.574074074074073
2.481320752E9	0.0
2.4813665385E9	0.0
2.48140226E9	0.0
2.481440279E9	19.416666666666668
2.4816421655E9	25.142857142857142
2.4818638935E9	0.0
2.4819734265E9	0.0
2.482114218E9	19.625
2.4822176175E9	19.0
2.482257951E9	19.0
2.4823043185E9	19.375
2.482356838E9	0.0
2.4824194285E9	20.0
2.4824922495E9	19.41176470588235
2.482530206E9	19.0
2.48254927E9	0.0
2.4825740585E9	23.0
2.4825954025E9	19.0
2.482749547E9	20.285714285714285
2.482915026E9	19.5
2.4830099305E9	20.75
2.483098542E9	21.0
2.4831297665E9	0.0
2.4832225995E9	22.09090909090909
2.483307695E9	0.0
2.4833678925E9	20.0
2.483526776E9	19.75
2.483800348E9	19.0
2.483973853E9	0.0
2.484000743E9	0.0
2.484111909E9	19.0
2.484235197E9	19.0
2.484297764E9	0.0
2.484386087E9	19.333333333333332
2.4844595665E9	0.0
2.484702679E9	21.0
2.4849635415E9	19.142857142857142
2.485717932E9	19.36111111111111
2.4864486425E9	0.0
2.4864913895E9	0.0
2.486552132E9	20.2
2.486590931E9	19.0
2.486615905E9	0.0
2.4867479825E9	20.0
2.486881635E9	19.333333333333332
2.4869431535E9	19.444444444444443
2.4871683075E9	19.525
2.4873714075E9	19.0
2.487518213E9	21.0
2.487672354E9	21.75
2.487750574E9	21.0
2.4878108015E9	0.0
2.4878315905E9	19.0
2.487852435E9	0.0
2.488070908E9	19.666666666666668
2.4883408915E9	19.0
2.4884297525E9	19.272727272727273
2.488929389E9	19.5
2.489988178E9	19.638297872340427
2.4905832505E9	20.0
2.490620518E9	20.0
2.490711051E9	0.0
2.4907818615E9	0.0
2.490827011E9	24.0
2.490887993E9	0.0
2.4910078605E9	20.0
2.491120062E9	0.0
2.4911550945E9	0.0
2.491191665E9	21.0
2.4913858835E9	20.0
2.4915908405E9	19.846153846153847
2.4916947605E9	19.0
2.491887503E9	19.8
2.4920469715E9	19.0
2.4921081355E9	19.0
2.4921358895E9	0.0
2.4922377785E9	19.333333333333332
2.4923567155E9	19.0
2.492417984E9	20.333333333333332
2.492465549E9	0.0
2.4924956795E9	19.0
2.4925470565E9	0.0
2.4925966285E9	22.0
2.4926257805E9	0.0
2.4926562885E9	19.0
2.492734282E9	0.0
2.49280396E9	0.0
2.4928324715E9	20.5
2.492949622E9	19.4
2.493096672E9	19.5
2.4931610665E9	19.0
2.4932022275E9	19.09090909090909
2.4932578605E9	19.666666666666668
2.493324002E9	19.5
2.4938176615E9	19.725
2.4942911705E9	19.0
2.494327711E9	0.0
2.4943613185E9	0.0
2.4944029985E9	21.0
2.494444616E9	20.0
2.4944797095E9	19.0
2.494568799E9	19.142857142857142
2.494699606E9	19.0
2.4950789155E9	19.6
2.4955262665E9	19.0
2.495855529E9	19.733333333333334
2.496129203E9	19.272727272727273
2.496221071E9	19.0
2.4962691325E9	0.0
2.496354352E9	21.0
2.496480418E9	20.0
2.496569206E9	22.0
2.4966061925E9	19.333333333333332
2.4966402685E9	0.0
2.496672391E9	0.0
2.496752605E9	0.0
2.496840605E9	19.333333333333332
2.496921052E9	20.0
2.497020378E9	20.307692307692307
2.497076478E9	19.5
2.497106008E9	0.0
2.4971581175E9	0.0
2.4972368675E9	0.0
2.497295261E9	19.0
2.497323699E9	19.571428571428573
2.4973601595E9	19.3
2.4973894495E9	0.0
2.497412497E9	19.0
2.4974370005E9	0.0
2.4974565095E9	0.0
2.4974934755E9	0.0
2.4975409615E9	19.666666666666668
2.497600074E9	21.0
2.497663937E9	19.8
2.497707535E9	19.0
2.4978022595E9	0.0
2.497887721E9	20.0
