#Position (bp)	mapping quality
3127391.0	7.974432622280636
9382172.0	19.45603782795141
1.5636953E7	27.32645136485967
2.1891734E7	27.706034240808307
2.8146515E7	26.033642332947085
3.4401296E7	23.66423885780436
4.0656077E7	19.104966717869942
4.6910858E7	12.012812486957973
5.3165639E7	4.204752336385581
5.942042E7	29.67686649503494
6.5675201E7	25.971784191212933
7.1929982E7	25.997883106154482
7.8184763E7	20.676628388554217
8.4439544E7	23.03607226107226
9.0694325E7	25.513621964097148
9.6949106E7	29.109706261484874
1.03203887E8	27.28541400795736
1.09458668E8	22.064247122386657
1.15713449E8	26.57500262798276
1.2196823E8	25.871622300351582
1.28223011E8	30.671193924999162
1.34477792E8	27.409734712230215
1.40732573E8	27.548701852546824
1.46987354E8	28.132173022779625
1.53242135E8	14.119382993432422
1.59496916E8	1.369335327907821
1.65751697E8	27.826749916148508
1.72006478E8	27.059158632778264
1.78261259E8	26.87254120148857
1.8451604E8	27.99326977005048
1.90770821E8	29.49197192577637
1.97025602E8	10.494227769110765
2.03280383E8	17.26314077808041
2.09535164E8	28.120831429876656
2.15789945E8	28.657966925307626
2.22044726E8	15.501172854485157
2.28299507E8	24.054102828520918
2.34554288E8	26.47480344045169
2.40809069E8	6.778356590101386
2.4706385E8	27.293617695190836
2.53318631E8	12.843973489115344
2.59573412E8	27.576756942063763
2.65828193E8	23.171007163927516
2.71643058E8	24.696695429929093
2.747704485E8	15.802636911697654
2.78337755E8	27.0435754646195
2.84592536E8	8.798216813560664
2.90847317E8	19.726456450101278
2.97102098E8	26.679644725635722
3.03356879E8	29.221897810218977
3.0961166E8	25.54698754342852
3.15866441E8	28.78861646234676
3.22121222E8	25.391356161118615
3.28376003E8	20.913811280969952
3.34630784E8	28.951925078043704
3.40885565E8	27.377595937825348
3.47140346E8	29.936682715790944
3.53395127E8	29.875819887968593
3.59649908E8	4.428148687988275
3.65904689E8	22.670271894246657
3.7215947E8	26.999276992287918
3.78414251E8	24.534592592592592
3.84669032E8	23.954639546395462
3.90923813E8	13.189939265190512
3.97178594E8	25.16711802218922
4.03433375E8	27.346320346320347
4.09688156E8	24.185039304371045
4.15942937E8	28.048366211152743
4.22197718E8	24.496586270871987
4.257958175E8	13.500336603192922
4.28923208E8	23.3080244564528
4.3470728E8	30.002155241397706
4.40962061E8	30.1302375283553
4.47216842E8	20.43077571440224
4.53471623E8	24.11405809045728
4.59726404E8	30.224170527496728
4.65981185E8	27.801824846552556
4.72235966E8	26.457928260140797
4.78490747E8	17.206799273214116
4.84745528E8	7.98519228321817
4.91000309E8	23.853194627746294
4.9725509E8	23.36792802213363
5.03509871E8	27.12024404304381
5.09764652E8	29.87014421958595
5.16019433E8	18.20924009088614
5.22274214E8	14.077908358642546
5.28528995E8	26.71612384398874
5.34783776E8	20.118149623727312
5.41038557E8	29.860979743044062
5.47293338E8	29.997936098432227
5.53548119E8	21.3267325684772
5.578954745E8	29.82956807931413
5.61022865E8	15.08995888132082
5.66057681E8	29.85161560388303
5.72312462E8	28.530378147176048
5.78567243E8	23.775621737795518
5.84822024E8	24.539756875249104
5.91076805E8	14.27782049873668
5.97331586E8	27.91990265201675
6.03586367E8	22.710931040185216
6.09841148E8	13.064661561264822
6.16095929E8	20.789580605841724
6.2235071E8	25.367734517484735
6.28605491E8	26.008463923573284
6.34860272E8	28.394512325830654
6.41115053E8	25.82755524322636
6.47369834E8	18.8271353005934
6.53624615E8	28.380752165645468
6.59879396E8	27.673101133025597
6.66134177E8	13.593205311414534
6.72388958E8	25.38512219413162
6.78643739E8	18.957935918670398
6.8489852E8	6.524973867199927
6.890261325E8	30.085337565620804
6.92153523E8	27.29391292479869
6.97408082E8	26.38727619047619
7.03662863E8	14.892369953607739
7.09917644E8	23.97824777349029
7.16172425E8	25.771480574907425
7.22427206E8	24.85770622622251
7.28681987E8	15.527218309859155
7.34936768E8	27.739336492890995
7.41191549E8	27.041474346110107
7.4744633E8	27.652188347258342
7.53701111E8	25.94831055829197
7.59955892E8	23.11494303825524
7.66210673E8	4.489849294499206
7.72465454E8	25.98491371380211
7.78720235E8	27.57323970392864
7.84975016E8	14.540155817678754
7.91229797E8	28.556135642839717
7.944547745E8	39.63478260869565
7.97582165E8	30.68507585527552
8.03739359E8	6.825568524615085
8.0999414E8	26.60727107663104
8.16248921E8	24.950623715666694
8.22503702E8	29.188780454822062
8.28758483E8	28.018245467612555
8.35013264E8	26.64231822971549
8.41268045E8	29.41012000494866
8.47522826E8	29.193946226351123
8.53777607E8	22.585494710717402
8.60032388E8	30.25466496329589
8.66287169E8	24.477390517143828
8.7254195E8	16.910336176618163
8.78796731E8	17.414731353226287
8.85051512E8	20.39144945048622
8.91306293E8	16.05013854602247
8.97561074E8	30.29344890815136
9.03815855E8	25.52287431744138
9.10070636E8	25.961219773406235
9.16325417E8	26.08972290100973
9.22580198E8	25.796572367648785
9.28834979E8	24.168213090954996
9.3508976E8	22.030268634127886
9.41344541E8	27.25226714128316
9.47599322E8	28.172833515305918
9.53854103E8	30.222191952488625
9.60108884E8	28.554723644227874
9.643161115E8	29.870435286648817
9.67443502E8	10.683304122532958
9.72618446E8	11.300246080093043
9.78873227E8	28.246505797555624
9.85128008E8	18.54840859412486
9.91382789E8	26.195903534852988
9.9763757E8	23.601836888601593
1.003892351E9	18.67800450781636
1.010147132E9	29.09085956416465
1.016401913E9	29.473757783708223
1.022656694E9	23.88269156965588
1.028911475E9	26.167960120092904
1.035166256E9	18.16269017980636
1.041421037E9	17.530942502769513
1.047675818E9	27.442586787414374
1.053930599E9	9.475930107088129
1.06018538E9	25.894351464435147
1.066440161E9	30.11524798927614
1.072694942E9	25.676293372117183
1.078949723E9	9.747452741133001
1.0846585805E9	18.01462398255248
1.087785971E9	26.691434506131223
1.091459285E9	28.767107320745975
1.097714066E9	22.153232478430446
1.103968847E9	23.925513315714575
1.110223628E9	27.141754546843956
1.116478409E9	26.694192621847233
1.12273319E9	23.055473073289242
1.128987971E9	4.448703731651783
1.135242752E9	25.742043551088777
1.141497533E9	28.554795088767214
1.147752314E9	17.86101347393087
1.154007095E9	24.960519241109147
1.160261876E9	27.01263427734375
1.166516657E9	25.208141440949184
1.172771438E9	23.53123723968967
1.179026219E9	21.926928104575165
1.185281E9	23.7811289658014
1.191535781E9	23.865212575615576
1.197790562E9	26.82065956482321
1.204045343E9	24.55262644014841
1.210300124E9	10.059213322514585
1.216554905E9	2.909184421460561
1.222809686E9	23.708070866141732
1.2260716805E9	32.05691056910569
1.229199071E9	7.267985672953364
1.235319248E9	15.766184108289371
1.241574029E9	26.584326795709952
1.24782881E9	12.311151990189021
1.254083591E9	13.803750950409732
1.260338372E9	24.420026486168336
1.266593153E9	18.9894578313253
1.272847934E9	26.195777848656405
1.279102715E9	27.669288305351355
1.285357496E9	28.222802261190587
1.291612277E9	27.44946571682992
1.297867058E9	18.191667886238353
1.304121839E9	17.181215198165738
1.31037662E9	25.37175896648297
1.316631401E9	25.299796803778353
1.322886182E9	24.66028649049148
1.329140963E9	25.912287589030342
1.335395744E9	24.91616703481645
1.341650525E9	26.70150742629129
1.347905306E9	25.949924871975714
1.354160087E9	26.810249468187973
1.360414868E9	29.80011819333052
1.364630313E9	27.279237460002705
1.3677577035E9	17.63973787102814
1.37292443E9	6.8656115295859275
1.379179211E9	3.654023866727147
1.385433992E9	26.048398169336384
1.391688773E9	28.00918916267434
1.397943554E9	13.739835975943139
1.404198335E9	27.49638681850857
1.410453116E9	28.654133600431468
1.416707897E9	23.276089895665926
1.422962678E9	18.04151218220339
1.429217459E9	29.275331218510917
1.433711335E9	28.34896135313993
1.4368387255E9	29.890196737851017
1.441727021E9	29.15761908587035
1.447981802E9	9.120272716703482
1.454236583E9	25.647196398292696
1.460491364E9	23.115877261998428
1.466746145E9	22.68854930446104
1.473000926E9	17.73231821692596
1.479255707E9	16.615264404899936
1.485510488E9	29.101240238860818
1.491765269E9	22.99389573922598
1.49802005E9	26.426048780487804
1.504274831E9	21.679726554909823
1.510529612E9	8.420024635346111
1.5139524005E9	28.974045157206163
1.517079791E9	27.37644553273797
1.523039174E9	19.917306216423636
1.529293955E9	24.98781821691295
1.535548736E9	29.289233438961823
1.541803517E9	26.92572391675835
1.548058298E9	13.503364635787626
1.554313079E9	26.400578537663744
1.56056786E9	13.24043481807799
1.566822641E9	27.0442255914661
1.5729002895E9	30.758506329682504
1.57602768E9	11.14914425427873
1.579332203E9	27.555069322318104
1.585586984E9	9.912344355570216
