#Position (bp)	Coverage
3127391.0	0.06495814961387138
9382172.0	0.41398859528415144
1.5636953E7	0.004158418975820257
2.1891734E7	0.0028482212246919597
2.8146515E7	0.004139233651825699
3.4401296E7	0.0033145844754596523
4.0656077E7	0.003122411480114172
4.6910858E7	0.003830829568613194
5.3165639E7	0.02371082216947324
5.942042E7	0.0021735373308833673
6.5675201E7	0.0032240936972853245
7.1929982E7	0.00309651129272152
7.8184763E7	0.003397081368636248
8.4439544E7	0.0027435013312216688
9.0694325E7	0.0022710627278556997
9.6949106E7	0.005829300818046227
1.03203887E8	0.0021297308410957953
1.09458668E8	0.005444794949655312
1.15713449E8	0.003041833119337032
1.2196823E8	0.0031831650060969363
1.28223011E8	0.004779224084744134
1.34477792E8	0.002844544037593003
1.40732573E8	0.004686175263370532
1.46987354E8	0.00624642173722789
1.53242135E8	0.0037002094877502507
1.59496916E8	0.14225070390154348
1.65751697E8	0.0061966997725419965
1.72006478E8	0.0014593636451859786
1.78261259E8	0.002405839628917463
1.8451604E8	0.003705805207248663
1.90770821E8	0.0033257759144564776
1.97025602E8	0.005124080283546298
2.03280383E8	0.003932831541184256
2.09535164E8	0.002099833711204277
2.15789945E8	0.0020398795737212863
2.22044726E8	0.005929704013617743
2.28299507E8	0.004340999309168458
2.34554288E8	0.003029842291840434
2.40809069E8	0.0519594530967591
2.4706385E8	0.0030285632702407965
2.53318631E8	0.012206022880737152
2.59573412E8	0.004663632507676927
2.65828193E8	0.011381693459771013
2.71643058E8	0.029991168288294456
2.747704485E8	0.08973985942770893
2.78337755E8	0.03132211983121391
2.84592536E8	0.048451416604354335
2.90847317E8	0.010576549362799432
2.97102098E8	0.0026280696318544167
3.03356879E8	0.00438064897875721
3.0961166E8	0.0018867167371647384
3.15866441E8	0.004564508333705049
3.22121222E8	0.004024761218658175
3.28376003E8	0.0024263039745116574
3.34630784E8	0.007682123482820581
3.40885565E8	0.008753144194816733
3.47140346E8	0.011456036590249923
3.53395127E8	0.013357462075810489
3.59649908E8	0.039926417887372875
3.65904689E8	0.0021286116971961128
3.7215947E8	0.001990157609035392
3.78414251E8	0.0021583489493876766
3.84669032E8	0.001776401124196035
3.90923813E8	0.005870229509234616
3.97178594E8	0.0018301200313807948
4.03433375E8	0.0032499938846779768
4.09688156E8	0.009579392148182327
4.15942937E8	0.011605841995107422
4.22197718E8	0.008617408027555241
4.257958175E8	0.08836032453171705
4.28923208E8	0.037092327401685145
4.3470728E8	0.014984537428248887
4.40962061E8	0.008528036393280597
4.47216842E8	0.011760283853263607
4.53471623E8	0.006401662983883848
4.59726404E8	0.007695393331916817
4.65981185E8	0.026125774827288117
4.72235966E8	0.007153727684470488
4.78490747E8	0.010031046650554192
4.84745528E8	0.021356303282241217
4.91000309E8	0.0020593846531157525
4.9725509E8	0.0073388660610179636
5.03509871E8	0.0033280142022558425
5.09764652E8	0.002749256928420036
5.16019433E8	0.0031663778476016986
5.22274214E8	0.012107538217565092
5.28528995E8	0.002783310878510375
5.34783776E8	0.007223274483950757
5.41038557E8	0.008113473517298207
5.47293338E8	0.004028118650357223
5.53548119E8	0.01510588460251446
5.578954745E8	0.020173529568471227
5.61022865E8	0.0918644004706868
5.66057681E8	0.00802058457362456
5.72312462E8	0.0049339856983002285
5.78567243E8	0.0026036083437613565
5.84822024E8	0.001604532596744794
5.91076805E8	0.004366100108061337
5.97331586E8	0.004467142814432672
6.03586367E8	0.002900341354877173
6.09841148E8	0.0025887397176655746
6.16095929E8	0.00354145093169529
6.2235071E8	0.004032435348255998
6.28605491E8	0.0038156411871175027
6.34860272E8	0.0074582947028840815
6.41115053E8	0.004095107406638218
6.47369834E8	0.005954325179410758
6.53624615E8	0.007567011538853239
6.59879396E8	0.004952851266894876
6.66134177E8	0.01532731521695164
6.72388958E8	0.004173767235015902
6.78643739E8	0.005598597297011678
6.8489852E8	0.04221346838522404
6.890261325E8	0.012283773002393469
6.92153523E8	0.031000365039252884
6.97408082E8	0.01888555330714217
7.03662863E8	0.016197209782404853
7.09917644E8	0.0098195284535142
7.16172425E8	0.002547331393377322
7.22427206E8	0.0034460039448223688
7.28681987E8	0.004540526678711853
7.34936768E8	0.002766203964615228
7.41191549E8	0.0023900117366219536
7.4744633E8	0.0028894696712802575
7.53701111E8	0.008341938750533393
7.59955892E8	0.007213362066553569
7.66210673E8	0.055260288090022654
7.72465454E8	0.004344996251667324
7.78720235E8	0.004211978005305062
7.84975016E8	0.004391520662354126
7.91229797E8	0.003276693460570402
7.944547745E8	0.0023568713045795035
7.97582165E8	0.025464852753652175
8.03739359E8	0.03365441571815224
8.0999414E8	0.007748632606001713
8.16248921E8	0.00552393441113286
8.22503702E8	0.0070936136692875415
8.28758483E8	0.006896164709843558
8.35013264E8	0.007586196862847796
8.41268045E8	0.011630623038600392
8.47522826E8	0.018861731529848928
8.53777607E8	0.013012605877008324
8.60032388E8	0.024153203765247735
8.66287169E8	0.014128392344991775
8.7254195E8	0.019118175360576174
8.78796731E8	0.013919911824250921
8.85051512E8	0.011114058190046941
8.91306293E8	0.015867062331998513
8.97561074E8	0.004795531610139508
9.03815855E8	0.0034842147151115284
9.10070636E8	0.002836390274895316
9.16325417E8	0.0034675874343162456
9.22580198E8	0.002723996251827202
9.28834979E8	0.002532942400381404
9.3508976E8	0.0016902270439204826
9.41344541E8	0.0037727939635296584
9.47599322E8	0.003953615642178359
9.53854103E8	0.005868630732235069
9.60108884E8	0.011680345003286286
9.643161115E8	0.01677521700034357
9.67443502E8	0.06409112142857318
9.72618446E8	0.02254451434830412
9.78873227E8	0.005101697405552648
9.85128008E8	0.005997652036098466
9.91382789E8	0.007259246966440551
9.9763757E8	0.011871878487831947
1.003892351E9	0.013264573132136841
1.010147132E9	0.0052823592065013945
1.016401913E9	0.0075484657256585
1.022656694E9	0.009998111844363536
1.028911475E9	0.0028223210372993073
1.035166256E9	0.0027741978496129602
1.041421037E9	0.007360289672811886
1.047675818E9	0.002754053259418675
1.053930599E9	0.01763179238409786
1.06018538E9	0.007183624814362005
1.066440161E9	0.004770750566646538
1.072694942E9	0.002308474109645086
1.078949723E9	0.7811055255172004
1.0846585805E9	0.019893339717300278
1.087785971E9	0.050266200300957915
1.091459285E9	0.022083586939334886
1.097714066E9	0.005410900877264927
1.103968847E9	0.003932192030384437
1.110223628E9	0.0020921595816064545
1.116478409E9	0.0035623949103893485
1.12273319E9	0.003553601636891843
1.128987971E9	0.024365201595387593
1.135242752E9	0.002386174671823042
1.141497533E9	0.003854331590506526
1.147752314E9	0.002183289870580601
1.154007095E9	0.0020814477757094933
1.160261876E9	0.005238872472113732
1.166516657E9	0.004096386428237855
1.172771438E9	0.004306945359078119
1.179026219E9	0.0012230644046530167
1.185281E9	0.0019401158889495891
1.191535781E9	0.0018764845643676413
1.197790562E9	0.0028215216487995345
1.204045343E9	0.0024562011044031756
1.210300124E9	0.008275589505052215
1.216554905E9	0.09356698499915504
1.222809686E9	0.009746144589235018
1.2260716805E9	0.002284478915931176
1.229199071E9	0.06357603524340945
1.235319248E9	0.023456936381945268
1.241574029E9	0.003741617812038503
1.24782881E9	0.005996852647598693
1.254083591E9	0.0075698893374524226
1.260338372E9	0.0021730576977835037
1.266593153E9	0.008386544628820738
1.272847934E9	0.008020104940524696
1.279102715E9	0.004980350231287074
1.285357496E9	0.005543279612827371
1.291612277E9	0.00574536502557004
1.297867058E9	0.003277332971370221
1.304121839E9	0.0039048529436921933
1.31037662E9	0.00176968626079794
1.316631401E9	0.0029112130384740887
1.322886182E9	0.0012946896142326965
1.329140963E9	0.002850779267891234
1.335395744E9	0.003039914586937576
1.341650525E9	0.0028848332179815727
1.347905306E9	0.005213771673220853
1.354160087E9	0.004133637932327287
1.360414868E9	0.009468756779813714
1.364630313E9	0.01019663996610464
1.3677577035E9	0.004452184436502861
1.37292443E9	0.04406293361829935
1.379179211E9	0.0926975700668017
1.385433992E9	0.005589324390414309
1.391688773E9	0.009777960251525993
1.397943554E9	0.0073104078304260375
1.404198335E9	0.004225727487501161
1.410453116E9	0.004150105335422615
1.416707897E9	0.006267365715921948
1.422962678E9	0.009659171120459694
1.429217459E9	0.008567845940569302
1.433711335E9	0.018301328480982784
1.4368387255E9	0.018574823741201257
1.441727021E9	0.009951587433676735
1.447981802E9	0.019252152873138164
1.454236583E9	0.005468776604648508
1.460491364E9	0.005080113916058772
1.466746145E9	0.002333095275438101
1.473000926E9	0.0014489715946889269
1.479255707E9	0.003171493934000247
1.485510488E9	0.0034805375280125713
1.491765269E9	0.0013095582403284784
1.49802005E9	0.003277492849070175
1.504274831E9	0.009050836472132277
1.510529612E9	0.05983566810732462
1.5139524005E9	0.024064143968476427
1.517079791E9	0.03432071236064361
1.523039174E9	0.01499908629894476
1.529293955E9	0.007454617515785125
1.535548736E9	0.012714114211193006
1.541803517E9	0.006829815464362381
1.548058298E9	0.010572552420300568
1.554313079E9	0.006798159679771362
1.56056786E9	0.02351737015252812
1.566822641E9	0.015617013609269453
1.5729002895E9	0.022638189609179942
1.57602768E9	0.0011545029850535617
1.579332203E9	0.003909169641590968
1.585586984E9	0.007755347469399808
1.591841765E9	0.0031949959558935795
1.598096546E9	0.004782421638743227
1.604351327E9	0.005779578853360333
1.610606108E9	0.0067191800959937684
1.616860889E9	0.0025911378831648944
1.62311567E9	0.0027569310580178585
1.629370451E9	0.0033256160367565227
1.635625232E9	0.0065170946832511
1.641880013E9	0.004872272906117736
1.648134794E9	0.008682318373736826
1.654389575E9	0.00419710937920928
1.660644356E9	0.003015773054244425
1.666899137E9	0.013405905018896744
1.673153918E9	0.0023541991318321138
1.679408699E9	0.0015492149125604878
1.68566348E9	0.002139643258492983
1.691918261E9	0.0016473798203326384
1.698173042E9	0.004411185619448547
1.704427823E9	0.003645051681265899
1.710682604E9	0.005695483183184191
1.716937385E9	0.002530704112582039
1.723192166E9	0.002814007396901666
1.729446947E9	0.022092380212832392
1.735701728E9	0.00181445201678524
1.741956509E9	0.0014497709831887
1.74821129E9	0.0016572922377298262
1.754466071E9	0.0019306831046522652
1.760720852E9	0.0018216465132831988
1.766975633E9	0.0020333245880231458
1.773230414E9	0.007717136699110648
1.779485195E9	0.3866379973975108
1.7833988615E9	0.04994238664285823
1.786526252E9	0.007072059055633546
1.791994757E9	0.005457585165651683
1.798249538E9	0.00885354739038825
1.804504319E9	0.006452663970169379
1.8107591E9	0.006974664660521288
1.817013881E9	0.005962638819808399
1.823268662E9	0.007260206232640279
1.829523443E9	0.007819938060181483
1.835778224E9	0.01244152273277034
1.842033005E9	0.0067420426070872825
1.848287786E9	0.0032536710717769334
1.854542567E9	0.004091590097239216
1.860797348E9	0.006566017259437221
1.867052129E9	0.004286321135783971
1.87330691E9	0.00447673547642995
1.879561691E9	0.0012830185421360077
1.885816472E9	0.003130725120511813
1.892071253E9	0.005285237005100578
1.898326034E9	0.0060478536338842235
1.904580815E9	0.0032827688131686784
1.910835596E9	0.006352100896897909
1.917090377E9	0.01148625347554135
1.9230791755E9	0.02435636581710822
1.926206566E9	0.005631949470359892
1.929599939E9	0.0020449956601198346
1.93585472E9	0.0016417841008342258
1.942109501E9	0.002511678666287437
1.948364282E9	0.003503080283706176
1.954619063E9	0.006260810730223808
1.960873844E9	0.005139588420441899
1.967128625E9	0.0022545953247603712
1.973383406E9	0.00588174070363135
1.979638187E9	0.006082067461674517
1.985892968E9	0.06430760725275593
1.992147749E9	0.0028496601239915514
1.99840253E9	0.0029043382973760394
2.004657311E9	0.0037342634378405896
2.010912092E9	0.0044816916851285445
2.017166873E9	0.001701258605217353
2.023421654E9	0.0017815172105945835
2.029676435E9	0.0038693600943022627
2.035931216E9	0.003436571160525045
2.042185997E9	0.004864598776519913
2.048440778E9	0.007636238582933599
2.054695559E9	0.04344788410657383
2.06095034E9	0.017977288093699844
2.0652155195E9	0.03017387230848602
2.06834291E9	0.006009243559577131
2.073459902E9	0.0029091346283746785
2.079714683E9	0.0010826917840928403
2.085969464E9	0.004176325278215176
2.092224245E9	0.003460712693218196
2.098479026E9	0.002869165203386018
2.104733807E9	0.002663242725844438
2.110988588E9	0.003351036591049311
2.117243369E9	0.006906396882640655
2.12349815E9	0.0042752895744871
2.129752931E9	0.022534601930906933
